ensembl_id	biotype	description
ENSG00000288915	lncRNA	novel transcript, antisense to PRKCQ
ENSG00000288916	lncRNA	novel transcript
ENSG00000288918	lncRNA	novel transcript
ENSG00000288919	lncRNA	novel transcript
ENSG00000288921	lncRNA	novel transcript
ENSG00000288922	lncRNA	novel transcript
ENSG00000288925	lncRNA	novel transcript
ENSG00000288926	lncRNA	novel transcript
ENSG00000288927	lncRNA	novel transcript
ENSG00000288929	lncRNA	novel transcript, antisense to KDM6B
ENSG00000288930	lncRNA	novel transcript
ENSG00000288932	lncRNA	novel transcript
ENSG00000288933	lncRNA	novel transcript, antisense to DCLRE1A
ENSG00000288935	lncRNA	novel transcript
ENSG00000288936	lncRNA	novel transcript
ENSG00000288937	lncRNA	novel transcript
ENSG00000288938	lncRNA	novel transcript
ENSG00000288939	lncRNA	novel transcript
ENSG00000288940	lncRNA	novel transcript
ENSG00000288941	lncRNA	novel transcript
ENSG00000288942	lncRNA	novel transcript, antisense to LSR
ENSG00000288944	lncRNA	cardiac hypertrophy associated epigenetic regulator 1 [Source:HGNC Symbol;Acc:HGNC:53620]
ENSG00000288945	lncRNA	novel transcript
ENSG00000288946	lncRNA	novel transcript
ENSG00000288947	lncRNA	novel transcript
ENSG00000288949	lncRNA	novel transcript, antisense to UBAP2
ENSG00000288951	lncRNA	novel transcript
ENSG00000288952	lncRNA	novel transcript
ENSG00000288953	lncRNA	novel transcript
ENSG00000288954	NOT_FOUND_IN_ENSEMBL	
ENSG00000288955	lncRNA	novel transcript, antisense to SLC2A1
ENSG00000288956	lncRNA	novel transcript
ENSG00000288957	NOT_FOUND_IN_ENSEMBL	
ENSG00000288958	lncRNA	novel transcript
ENSG00000288959	lncRNA	novel transcript
ENSG00000288960	lncRNA	novel transcript
ENSG00000288961	lncRNA	novel transcript
ENSG00000288962	lncRNA	novel transcript
ENSG00000288963	NOT_FOUND_IN_ENSEMBL	
ENSG00000288964	lncRNA	novel transcript
ENSG00000288966	lncRNA	novel transcript
ENSG00000288970	lncRNA	novel transcript
ENSG00000288971	lncRNA	novel transcript
ENSG00000288973	lncRNA	novel transcript
ENSG00000288974	lncRNA	novel transcript
ENSG00000288975	lncRNA	novel transcript
ENSG00000288976	lncRNA	novel transcript
ENSG00000288977	lncRNA	novel transcript
ENSG00000288978	lncRNA	novel transcript
ENSG00000288979	lncRNA	novel transcript
ENSG00000288980	lncRNA	novel transcript
ENSG00000288982	NOT_FOUND_IN_ENSEMBL	
ENSG00000288983	lncRNA	novel transcript
ENSG00000288984	NOT_FOUND_IN_ENSEMBL	
ENSG00000288985	lncRNA	novel transcript
ENSG00000288986	NOT_FOUND_IN_ENSEMBL	
ENSG00000288987	lncRNA	novel transcript
ENSG00000288988	lncRNA	novel transcript, antisense to DOCK3
ENSG00000288989	lncRNA	novel transcript
ENSG00000288990	lncRNA	novel transcript
ENSG00000288991	NOT_FOUND_IN_ENSEMBL	
ENSG00000288993	lncRNA	novel transcript
ENSG00000288996	lncRNA	novel transcript
ENSG00000288997	lncRNA	novel transcript, antisense to ZNF746
ENSG00000288998	lncRNA	novel transcript
ENSG00000288999	lncRNA	novel transcript
ENSG00000289000	lncRNA	novel transcript
ENSG00000289002	lncRNA	novel transcript
ENSG00000289004	lncRNA	novel transcript
ENSG00000289009	lncRNA	novel transcript, antisense to ITGB2
ENSG00000289010	lncRNA	novel transcript
ENSG00000289011	lncRNA	novel transcript
ENSG00000289012	lncRNA	novel protein
ENSG00000289015	lncRNA	novel transcript
ENSG00000289016	lncRNA	novel transcript
ENSG00000289018	lncRNA	novel transcript
ENSG00000289019	lncRNA	novel transcript
ENSG00000289020	lncRNA	novel transcript
ENSG00000289021	lncRNA	novel transcript
ENSG00000289026	lncRNA	novel transcript
ENSG00000289028	lncRNA	novel transcript, antisense to TARSL2
ENSG00000289029	lncRNA	novel transcript
ENSG00000289030	lncRNA	novel transcript, antisense to C19orf12
ENSG00000289031	lncRNA	novel transcript
ENSG00000289032	lncRNA	novel transcript
ENSG00000289033	lncRNA	novel transcript, antisense to GRHL1
ENSG00000289035	lncRNA	novel transcript
ENSG00000289036	NOT_FOUND_IN_ENSEMBL	
ENSG00000289038	lncRNA	novel transcript, antisense to YIPF6
ENSG00000289039	lncRNA	novel transcript
ENSG00000289041	lncRNA	novel transcript
ENSG00000289043	lncRNA	novel transcript, antisense to NME6
ENSG00000289045	lncRNA	novel transcript
ENSG00000289046	lncRNA	novel transcript, antisense to SCAF11
ENSG00000289047	lncRNA	novel transcript
ENSG00000289049	lncRNA	novel transcript
ENSG00000289052	lncRNA	novel transcript
ENSG00000289053	lncRNA	novel transcript
ENSG00000289055	lncRNA	novel transcript
ENSG00000289056	lncRNA	novel transcript, antisense to PARP8
ENSG00000289057	lncRNA	novel transcript
ENSG00000289058	lncRNA	novel transcript, antisense to NRXN2
ENSG00000289059	lncRNA	fibroblast proliferation associated lncRNA [Source:HGNC Symbol;Acc:HGNC:56688]
ENSG00000289060	lncRNA	novel transcript
ENSG00000289061	lncRNA	novel transcript
ENSG00000289062	lncRNA	novel transcript, antisense to IVL
ENSG00000289063	lncRNA	novel transcript
ENSG00000289064	lncRNA	novel transcript
ENSG00000289065	lncRNA	novel transcript, antisense to ACYP2
ENSG00000289066	lncRNA	novel transcript
ENSG00000289067	lncRNA	novel transcript
ENSG00000289068	lncRNA	novel transcript
ENSG00000289070	lncRNA	novel transcript
ENSG00000289071	lncRNA	novel transcript
ENSG00000289072	lncRNA	novel transcript
ENSG00000289073	lncRNA	novel transcript, antisense to NUBP1
ENSG00000289074	lncRNA	novel transcript
ENSG00000289075	lncRNA	novel transcript
ENSG00000289076	lncRNA	novel transcript
ENSG00000289077	lncRNA	novel transcript
ENSG00000289078	lncRNA	novel transcript
ENSG00000289079	lncRNA	novel transcript
ENSG00000289080	lncRNA	novel transcript
ENSG00000289082	NOT_FOUND_IN_ENSEMBL	
ENSG00000289084	NOT_FOUND_IN_ENSEMBL	
ENSG00000289086	lncRNA	novel transcript
ENSG00000289087	lncRNA	novel transcript
ENSG00000289088	lncRNA	novel transcript
ENSG00000289089	lncRNA	novel transcript
ENSG00000289090	lncRNA	novel transcript
ENSG00000289091	lncRNA	novel transcript, antisense to RALB
ENSG00000289092	lncRNA	novel transcript, antisense to NCOA4
ENSG00000289093	lncRNA	novel transcript
ENSG00000289095	lncRNA	novel transcript, antisense to SNTG1
ENSG00000289096	lncRNA	novel transcript, antisense to PITX2
ENSG00000289097	lncRNA	novel transcript
ENSG00000289098	lncRNA	novel transcript
ENSG00000289099	lncRNA	novel transcript
ENSG00000289100	lncRNA	novel transcript, antisense to TAPBP
ENSG00000289101	lncRNA	novel transcript
ENSG00000289103	lncRNA	novel transcript
ENSG00000289104	lncRNA	novel transcript
ENSG00000289105	lncRNA	novel transcript
ENSG00000289106	lncRNA	novel transcript, antisense to CFAP126
ENSG00000289108	lncRNA	novel transcript
ENSG00000289109	lncRNA	novel transcript
ENSG00000289110	lncRNA	novel transcript
ENSG00000289111	lncRNA	novel transcript
ENSG00000289112	lncRNA	novel transcript
ENSG00000289113	lncRNA	novel transcript
ENSG00000289114	lncRNA	novel transcript, antisense to ARID4B
ENSG00000289115	lncRNA	novel transcript, antisense to ZNF574
ENSG00000289116	lncRNA	novel transcript
ENSG00000289117	lncRNA	novel transcript
ENSG00000289119	lncRNA	novel transcript
ENSG00000289120	lncRNA	novel transcript
ENSG00000289121	lncRNA	novel transcript
ENSG00000289122	NOT_FOUND_IN_ENSEMBL	
ENSG00000289123	lncRNA	novel transcript
ENSG00000289124	lncRNA	novel transcript, antisense to DPAGT1
ENSG00000289125	lncRNA	novel transcript, antisense to ATP8A2
ENSG00000289126	lncRNA	novel transcript
ENSG00000289127	lncRNA	novel transcript
ENSG00000289129	lncRNA	novel transcript, antisense to INPP5D
ENSG00000289130	lncRNA	THRB antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:54854]
ENSG00000289131	lncRNA	novel transcript
ENSG00000289132	lncRNA	novel transcript
ENSG00000289135	NOT_FOUND_IN_ENSEMBL	
ENSG00000289136	lncRNA	novel transcript
ENSG00000289137	lncRNA	novel transcript
ENSG00000289139	lncRNA	novel transcript
ENSG00000289140	lncRNA	novel transcript
ENSG00000289141	lncRNA	novel transcript
ENSG00000289143	lncRNA	novel transcript
ENSG00000289144	lncRNA	novel transcript
ENSG00000289145	lncRNA	novel transcript, antisense to CNOT7
ENSG00000289146	lncRNA	novel transcript
ENSG00000289147	NOT_FOUND_IN_ENSEMBL	
ENSG00000289148	lncRNA	novel transcript
ENSG00000289150	lncRNA	novel transcript
ENSG00000289151	lncRNA	novel transcript
ENSG00000289152	lncRNA	novel transcript
ENSG00000289153	lncRNA	novel transcript
ENSG00000289155	lncRNA	novel transcript
ENSG00000289156	lncRNA	PPP3R1 and CNRIP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58298]
ENSG00000289157	lncRNA	novel transcript
ENSG00000289158	lncRNA	novel transcript
ENSG00000289159	lncRNA	novel transcript
ENSG00000289160	NOT_FOUND_IN_ENSEMBL	
ENSG00000289161	lncRNA	novel transcript, antisense to GSDMD
ENSG00000289162	lncRNA	novel transcript
ENSG00000289163	lncRNA	novel transcript
ENSG00000289165	lncRNA	novel transcript, antisense to FGF12
ENSG00000289166	lncRNA	novel transcript
ENSG00000289167	NOT_FOUND_IN_ENSEMBL	
ENSG00000289168	lncRNA	novel transcript, antisense to PIAS2
ENSG00000289169	lncRNA	novel transcript
ENSG00000289170	lncRNA	novel transcript
ENSG00000289172	lncRNA	novel transcript
ENSG00000289173	lncRNA	novel transcript
ENSG00000289174	lncRNA	novel transcript
ENSG00000289176	NOT_FOUND_IN_ENSEMBL	
ENSG00000289177	lncRNA	novel transcript
ENSG00000289178	lncRNA	novel transcript
ENSG00000289180	lncRNA	novel transcript, antisense to DCAF5
ENSG00000289183	lncRNA	novel transcript
ENSG00000289185	lncRNA	novel transcript
ENSG00000289186	lncRNA	novel transcript
ENSG00000289188	lncRNA	novel transcript
ENSG00000289190	lncRNA	novel transcript
ENSG00000289193	lncRNA	novel transcript, antisense to COL13A1
ENSG00000289194	NOT_FOUND_IN_ENSEMBL	
ENSG00000289195	lncRNA	novel transcript
ENSG00000289196	lncRNA	novel transcript
ENSG00000289197	lncRNA	novel transcript
ENSG00000289198	lncRNA	novel transcript
ENSG00000289199	lncRNA	novel transcript
ENSG00000289200	lncRNA	novel transcript
ENSG00000289201	lncRNA	novel transcript
ENSG00000289202	lncRNA	novel transcript
ENSG00000289203	lncRNA	novel transcript
ENSG00000289205	lncRNA	novel transcript
ENSG00000289206	NOT_FOUND_IN_ENSEMBL	
ENSG00000289207	lncRNA	novel transcript
ENSG00000289209	NOT_FOUND_IN_ENSEMBL	
ENSG00000289210	lncRNA	novel transcript
ENSG00000289211	lncRNA	novel transcript
ENSG00000289212	lncRNA	novel transcript
ENSG00000289213	lncRNA	novel transcript, antisense to PRPSAP2
ENSG00000289214	lncRNA	novel transcript
ENSG00000289217	lncRNA	novel transcript
ENSG00000289218	lncRNA	novel transcript
ENSG00000289219	lncRNA	novel transcript
ENSG00000289220	lncRNA	novel transcript
ENSG00000289221	lncRNA	novel transcript
ENSG00000289222	lncRNA	novel transcript
ENSG00000289223	lncRNA	novel transcript, antisense to TMEM45B
ENSG00000289224	lncRNA	novel transcript, sense intronic to SUMO3
ENSG00000289225	lncRNA	novel transcript
ENSG00000289226	lncRNA	novel transcript, antisense to GPR107
ENSG00000289228	lncRNA	HECTD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48679]
ENSG00000289229	lncRNA	novel transcript
ENSG00000289230	lncRNA	novel transcript, antisense to ZBTB16
ENSG00000289231	lncRNA	novel transcript, antisense to DPF2
ENSG00000289232	lncRNA	novel transcript
ENSG00000289235	lncRNA	novel transcript
ENSG00000289236	lncRNA	novel transcript
ENSG00000289237	lncRNA	novel transcript, antisense to AP1S2
ENSG00000289238	lncRNA	novel transcript, antisense to IFNAR1
ENSG00000289239	lncRNA	novel transcript
ENSG00000289241	lncRNA	novel transcript
ENSG00000289242	NOT_FOUND_IN_ENSEMBL	
ENSG00000289243	lncRNA	novel transcript
ENSG00000289244	lncRNA	novel transcript
ENSG00000289245	lncRNA	novel transcript
ENSG00000289246	lncRNA	novel transcript
ENSG00000289247	lncRNA	novel transcript
ENSG00000289248	lncRNA	novel transcript
ENSG00000289249	lncRNA	novel transcript
ENSG00000289251	lncRNA	novel transcript
ENSG00000289252	lncRNA	novel transcript, antisense to KRT17
ENSG00000289253	lncRNA	novel transcript
ENSG00000289254	lncRNA	novel transcript, antisense to NMRK2
ENSG00000289255	NOT_FOUND_IN_ENSEMBL	
ENSG00000289256	lncRNA	novel transcript
ENSG00000289257	lncRNA	novel transcript
ENSG00000289259	lncRNA	novel transcript
ENSG00000289260	lncRNA	novel transcript
ENSG00000289261	lncRNA	novel transcript, antisense to MLPH
ENSG00000289262	lncRNA	novel transcript
ENSG00000289263	lncRNA	novel transcript
ENSG00000289266	lncRNA	novel transcript, antisense to OPTN
ENSG00000289267	lncRNA	novel transcript
ENSG00000289268	lncRNA	novel transcript
ENSG00000289274	lncRNA	novel transcript
ENSG00000289275	lncRNA	novel transcript
ENSG00000289277	lncRNA	novel transcript
ENSG00000289278	lncRNA	novel transcript
ENSG00000289280	lncRNA	novel transcript
ENSG00000289281	protein_coding	novel protein
ENSG00000289285	lncRNA	novel transcript, antisense to ARPC5L
ENSG00000289286	lncRNA	novel transcript
ENSG00000289287	lncRNA	novel transcript, antisense to HTR2C
ENSG00000289288	lncRNA	novel transcript
ENSG00000289289	lncRNA	novel transcript
ENSG00000289290	lncRNA	novel transcript
ENSG00000289291	lncRNA	novel transcript, antisense to YTHDF2
ENSG00000289292	lncRNA	novel transcript, antisense to TSPOand MCHR1
ENSG00000289293	lncRNA	novel transcript
ENSG00000289294	lncRNA	novel transcript, antisense to CYP20A1
ENSG00000289296	lncRNA	novel transcript
ENSG00000289297	lncRNA	novel transcript
ENSG00000289298	lncRNA	novel transcript
ENSG00000289299	lncRNA	novel transcript
ENSG00000289300	lncRNA	novel transcript
ENSG00000289301	lncRNA	novel transcript
ENSG00000289302	lncRNA	novel transcript
ENSG00000289303	lncRNA	novel transcript
ENSG00000289304	lncRNA	novel transcript
ENSG00000289305	lncRNA	novel transcript
ENSG00000289307	NOT_FOUND_IN_ENSEMBL	
ENSG00000289308	lncRNA	novel transcript, antisense to ADGRL3
ENSG00000289309	lncRNA	novel transcript
ENSG00000289311	lncRNA	novel transcript
ENSG00000289312	lncRNA	novel transcript
ENSG00000289315	NOT_FOUND_IN_ENSEMBL	
ENSG00000289317	lncRNA	novel transcript
ENSG00000289318	lncRNA	novel transcript
ENSG00000289319	lncRNA	novel transcript
ENSG00000289320	lncRNA	novel transcript
ENSG00000289321	NOT_FOUND_IN_ENSEMBL	
ENSG00000289322	lncRNA	novel transcript
ENSG00000289324	lncRNA	novel transcript
ENSG00000289326	lncRNA	novel transcript
ENSG00000289327	lncRNA	novel transcript, antisense to DYSF
ENSG00000289328	lncRNA	novel transcript
ENSG00000289330	lncRNA	novel transcript
ENSG00000289332	lncRNA	novel transcript, antisense to MIPEP
ENSG00000289333	lncRNA	novel transcript
ENSG00000289334	lncRNA	novel transcript
ENSG00000289335	lncRNA	novel transcript
ENSG00000289336	lncRNA	novel transcript
ENSG00000289337	lncRNA	novel transcript
ENSG00000289338	lncRNA	novel transcript
ENSG00000289339	lncRNA	novel transcript
ENSG00000289341	lncRNA	novel transcript
ENSG00000289342	lncRNA	novel transcript, antisense to TRPC3
ENSG00000289343	lncRNA	novel transcript
ENSG00000289344	lncRNA	novel transcript
ENSG00000289345	lncRNA	novel transcript, antisense to ASB15
ENSG00000289346	protein_coding	Novel protein
ENSG00000289347	lncRNA	novel transcript
ENSG00000289348	lncRNA	novel transcript
ENSG00000289349	lncRNA	novel transcript
ENSG00000289350	lncRNA	novel transcript
ENSG00000289351	lncRNA	novel transcript
ENSG00000289352	lncRNA	novel transcript, antisense to IQCE
ENSG00000289355	lncRNA	novel transcript
ENSG00000289357	lncRNA	novel transcript
ENSG00000289358	lncRNA	novel transcript
ENSG00000289359	lncRNA	novel transcript
ENSG00000289361	NOT_FOUND_IN_ENSEMBL	
ENSG00000289362	lncRNA	novel transcript, antisense to CDH23
ENSG00000289363	lncRNA	novel transcript
ENSG00000289364	lncRNA	novel transcript
ENSG00000289365	lncRNA	novel transcript
ENSG00000289366	lncRNA	novel transcript
ENSG00000289367	lncRNA	novel transcript
ENSG00000289368	lncRNA	novel transcript
ENSG00000289370	lncRNA	novel transcript
ENSG00000289371	lncRNA	novel transcript
ENSG00000289372	lncRNA	novel transcript
ENSG00000289374	lncRNA	novel transcript
ENSG00000289375	lncRNA	novel transcript
ENSG00000289376	lncRNA	novel transcript, sense overlapping FRK
ENSG00000289377	lncRNA	novel transcript
ENSG00000289378	lncRNA	novel transcript
ENSG00000289379	lncRNA	novel transcript
ENSG00000289381	lncRNA	novel transcript, antisense to RXFP2
ENSG00000289382	lncRNA	novel transcript, antisense to EIF3H
ENSG00000289383	lncRNA	novel transcript, antisense to CARD18
ENSG00000289384	lncRNA	novel transcript
ENSG00000289385	lncRNA	novel transcript
ENSG00000289386	lncRNA	novel transcript
ENSG00000289387	lncRNA	novel transcript
ENSG00000289388	lncRNA	novel transcript, antisense to TSR1
ENSG00000289390	lncRNA	novel transcript
ENSG00000289392	lncRNA	novel transcript
ENSG00000289393	lncRNA	novel transcript
ENSG00000289395	lncRNA	novel transcript, antisense to CAMK1D
ENSG00000289397	lncRNA	novel transcript
ENSG00000289398	lncRNA	novel transcript
ENSG00000289399	lncRNA	novel transcript, antisense to GLB1L3
ENSG00000289400	lncRNA	novel transcript
ENSG00000289402	lncRNA	novel transcript
ENSG00000289403	lncRNA	novel transcript
ENSG00000289405	lncRNA	MIR30D and MIR30B host gene
ENSG00000289406	lncRNA	novel transcript, antisense to LTA
ENSG00000289407	lncRNA	novel transcript, antisense to NASP
ENSG00000289408	lncRNA	novel transcript
ENSG00000289410	lncRNA	novel transcript
ENSG00000289411	NOT_FOUND_IN_ENSEMBL	
ENSG00000289412	lncRNA	ZEB1 transcriptional regulator RNA [Source:HGNC Symbol;Acc:HGNC:53967]
ENSG00000289413	NOT_FOUND_IN_ENSEMBL	
ENSG00000289414	lncRNA	novel transcript, antisense to CRMP1
ENSG00000289415	lncRNA	novel transcript, antisense to CES4A
ENSG00000289416	NOT_FOUND_IN_ENSEMBL	
ENSG00000289418	lncRNA	novel transcript, antisense to PTPRN2
ENSG00000289420	lncRNA	novel transcript
ENSG00000289421	lncRNA	novel transcript
ENSG00000289422	lncRNA	novel transcript
ENSG00000289423	lncRNA	novel transcript
ENSG00000289424	lncRNA	novel transcript
ENSG00000289426	lncRNA	novel transcript, antisense to ANKRD45
ENSG00000289427	lncRNA	novel transcript
ENSG00000289428	lncRNA	novel transcript
ENSG00000289429	lncRNA	novel transcript
ENSG00000289430	lncRNA	novel transcript
ENSG00000289431	lncRNA	novel transcript
ENSG00000289432	lncRNA	novel transcript
ENSG00000289434	lncRNA	novel transcript
ENSG00000289435	lncRNA	novel transcript
ENSG00000289436	lncRNA	novel transcript
ENSG00000289438	lncRNA	novel transcript, antisense to DGKI
ENSG00000289439	lncRNA	novel transcript
ENSG00000289440	lncRNA	novel transcript
ENSG00000289441	lncRNA	novel transcript
ENSG00000289442	lncRNA	novel transcript
ENSG00000289443	lncRNA	novel transcript, antisense to CCNI
ENSG00000289445	lncRNA	novel transcript
ENSG00000289446	lncRNA	novel transcript
ENSG00000289447	lncRNA	novel transcript
ENSG00000289448	NOT_FOUND_IN_ENSEMBL	
ENSG00000289450	lncRNA	novel transcript
ENSG00000289451	lncRNA	novel transcript
ENSG00000289452	lncRNA	novel transcript
ENSG00000289453	lncRNA	novel transcript
ENSG00000289454	lncRNA	novel transcript
ENSG00000289455	NOT_FOUND_IN_ENSEMBL	
ENSG00000289456	lncRNA	novel transcript
ENSG00000289457	lncRNA	novel transcript
ENSG00000289458	lncRNA	novel transcript
ENSG00000289459	lncRNA	novel transcript
ENSG00000289460	lncRNA	novel transcript
ENSG00000289461	lncRNA	novel transcript
ENSG00000289464	lncRNA	novel transcript
ENSG00000289465	NOT_FOUND_IN_ENSEMBL	
ENSG00000289467	NOT_FOUND_IN_ENSEMBL	
ENSG00000289469	lncRNA	novel transcript
ENSG00000289470	lncRNA	novel transcript
ENSG00000289471	lncRNA	novel transcript
ENSG00000289473	lncRNA	novel transcript
ENSG00000289475	lncRNA	novel transcript
ENSG00000289476	lncRNA	novel transcript
ENSG00000289477	lncRNA	novel transcript
ENSG00000289478	lncRNA	novel transcript
ENSG00000289479	lncRNA	novel transcript, antisense to PCDH11X
ENSG00000289480	lncRNA	novel transcript
ENSG00000289481	lncRNA	novel transcript
ENSG00000289482	lncRNA	novel transcript
ENSG00000289483	lncRNA	novel transcript
ENSG00000289484	lncRNA	novel transcript, sense overlapping OR10J5
ENSG00000289485	lncRNA	novel transcript
ENSG00000289486	NOT_FOUND_IN_ENSEMBL	
ENSG00000289487	lncRNA	novel transcript
ENSG00000289489	lncRNA	novel transcript
ENSG00000289492	lncRNA	novel transcript
ENSG00000289493	lncRNA	novel transcript
ENSG00000289494	lncRNA	novel transcript
ENSG00000289495	lncRNA	novel transcript
ENSG00000289496	lncRNA	novel transcript, antisense to CCNI
ENSG00000289497	lncRNA	novel transcript
ENSG00000289499	lncRNA	novel transcript
ENSG00000289500	lncRNA	novel transcript, antisense to THPO
ENSG00000289501	lncRNA	novel transcript
ENSG00000289502	lncRNA	novel transcript, antisense to NECAB1
ENSG00000289503	protein_coding	novel protein
ENSG00000289504	lncRNA	novel transcript
ENSG00000289505	lncRNA	novel transcript
ENSG00000289506	lncRNA	DDIT4 antisense RNA 1 [Source:NCBI gene (formerly Entrezgene);Acc:110806271]
ENSG00000289507	lncRNA	novel transcript
ENSG00000289508	lncRNA	novel transcript
ENSG00000289509	lncRNA	novel transcript, antisense to OR5H6and OR5H2
ENSG00000289510	lncRNA	novel transcript
ENSG00000289511	lncRNA	novel transcript
ENSG00000289512	NOT_FOUND_IN_ENSEMBL	
ENSG00000289513	lncRNA	novel transcript
ENSG00000289514	lncRNA	novel transcript, antisense to ANK1
ENSG00000289516	lncRNA	novel transcript
ENSG00000289517	protein_coding	novel protein
ENSG00000289518	lncRNA	novel transcript
ENSG00000289519	lncRNA	novel transcript
ENSG00000289520	lncRNA	novel transcript
ENSG00000289522	lncRNA	novel transcript
ENSG00000289524	NOT_FOUND_IN_ENSEMBL	
ENSG00000289525	lncRNA	novel transcript
ENSG00000289526	lncRNA	novel transcript
ENSG00000289527	lncRNA	novel transcript, antisense to PRKG1
ENSG00000289529	lncRNA	novel transcript
ENSG00000289530	lncRNA	inflammatory MKL1 (MRTFA) interacting lncRNA [Source:NCBI gene (formerly Entrezgene);Acc:124900714]
ENSG00000289533	lncRNA	novel transcript
ENSG00000289535	lncRNA	novel transcript
ENSG00000289536	lncRNA	novel transcript
ENSG00000289537	lncRNA	novel transcript, antisense to SS18L1
ENSG00000289538	lncRNA	novel transcript, antisense to KCNJ6
ENSG00000289539	lncRNA	novel transcript
ENSG00000289541	NOT_FOUND_IN_ENSEMBL	
ENSG00000289543	lncRNA	novel transcript
ENSG00000289544	lncRNA	novel transcript
ENSG00000289545	NOT_FOUND_IN_ENSEMBL	
ENSG00000289547	lncRNA	novel transcript
ENSG00000289548	lncRNA	novel transcript
ENSG00000289550	lncRNA	novel transcript
ENSG00000289551	lncRNA	novel transcript
ENSG00000289552	lncRNA	novel transcript
ENSG00000289553	lncRNA	novel transcript
ENSG00000289555	lncRNA	novel transcript, antisense to STK25
ENSG00000289556	lncRNA	novel transcript
ENSG00000289559	lncRNA	novel transcript
ENSG00000289560	lncRNA	novel transcript
ENSG00000289561	lncRNA	novel transcript, antisense to TMED3
ENSG00000289562	lncRNA	novel transcript, antisense to TUT1
ENSG00000289563	NOT_FOUND_IN_ENSEMBL	
ENSG00000289564	lncRNA	novel transcript, antisense to MAPK1
ENSG00000289565	protein_coding	novel protein
ENSG00000289566	lncRNA	novel transcript
ENSG00000289567	lncRNA	novel transcript
ENSG00000289569	lncRNA	novel transcript
ENSG00000289570	lncRNA	novel transcript
ENSG00000289571	lncRNA	novel transcript
ENSG00000289573	lncRNA	novel transcript
ENSG00000289576	lncRNA	novel transcript
ENSG00000289577	lncRNA	novel transcript
ENSG00000289578	lncRNA	novel transcript
ENSG00000289580	lncRNA	novel transcript, antisense to HTR7
ENSG00000289583	lncRNA	novel transcript
ENSG00000289584	lncRNA	novel transcript
ENSG00000289585	lncRNA	novel transcript
ENSG00000289586	lncRNA	novel transcript
ENSG00000289587	lncRNA	novel transcript, antisense to PRKCA
ENSG00000289588	lncRNA	novel transcript
ENSG00000289589	lncRNA	novel transcript
ENSG00000289590	NOT_FOUND_IN_ENSEMBL	
ENSG00000289591	lncRNA	novel transcript
ENSG00000289592	lncRNA	novel transcript
ENSG00000289593	NOT_FOUND_IN_ENSEMBL	
ENSG00000289594	lncRNA	novel transcript, antisense to TMTC4
ENSG00000289595	lncRNA	novel transcript
ENSG00000289596	lncRNA	novel transcript
ENSG00000289597	lncRNA	novel transcript
ENSG00000289598	lncRNA	novel transcript
ENSG00000289599	lncRNA	novel transcript
ENSG00000289600	NOT_FOUND_IN_ENSEMBL	
ENSG00000289601	lncRNA	novel transcript, antisense to CDH6
ENSG00000289602	lncRNA	novel transcript
ENSG00000289603	lncRNA	novel transcript
ENSG00000289605	lncRNA	novel transcript
ENSG00000289606	lncRNA	novel transcript, antisense to RPS27A
ENSG00000289607	lncRNA	novel transcript, antisense to SLC29A3
ENSG00000289608	lncRNA	novel transcript
ENSG00000289609	lncRNA	novel transcript
ENSG00000289610	lncRNA	novel transcript
ENSG00000289614	NOT_FOUND_IN_ENSEMBL	
ENSG00000289615	lncRNA	novel transcript, antisense to CYP26B1
ENSG00000289616	lncRNA	novel transcript
ENSG00000289619	NOT_FOUND_IN_ENSEMBL	
ENSG00000289621	lncRNA	novel transcript
ENSG00000289622	lncRNA	novel transcript
ENSG00000289623	lncRNA	novel transcript
ENSG00000289624	lncRNA	novel transcript
ENSG00000289625	lncRNA	imatinib upregulated ABL suppressing lncRNA 1 [Source:HGNC Symbol;Acc:HGNC:56237]
ENSG00000289629	lncRNA	novel transcript
ENSG00000289631	lncRNA	novel transcript
ENSG00000289633	lncRNA	novel transcript
ENSG00000289634	lncRNA	novel transcript
ENSG00000289635	NOT_FOUND_IN_ENSEMBL	
ENSG00000289636	NOT_FOUND_IN_ENSEMBL	
ENSG00000289637	lncRNA	novel transcript
ENSG00000289639	lncRNA	novel transcript
ENSG00000289640	lncRNA	novel transcript, antisense to DNAH3
ENSG00000289641	lncRNA	novel transcript
ENSG00000289644	lncRNA	novel transcript
ENSG00000289685	protein_coding	novel protein
ENSG00000289688	lncRNA	novel transcript
ENSG00000289689	lncRNA	novel transcript, antisense to CCDC40
ENSG00000289690	protein_coding	novel transcript
ENSG00000289692	protein_coding	novel protein
ENSG00000289694	protein_coding	novel protein
ENSG00000289695	protein_coding	novel protein
ENSG00000289697	protein_coding	novel protein
ENSG00000289699	lncRNA	novel transcript
ENSG00000289700	protein_coding	novel protein
ENSG00000289701	protein_coding	novel transcript
ENSG00000289704	lncRNA	novel transcript, antisense to EFL1
ENSG00000289707	lncRNA	novel transcript
ENSG00000289709	lncRNA	novel transcript
ENSG00000289720	protein_coding	novel protein
ENSG00000289722	NOT_FOUND_IN_ENSEMBL	
ENSG00000289723	TR_V_gene	novel T cell receptor alpha variable
ENSG00000289724	protein_coding	novel protein, SERPINB2-SERPINB10 readthrough
