Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
ENSMUSG00000021270	Hsp90aa1	ENSG00000080824	HSP90AA1	ortholog_one2one	1
ENSMUSG00000054702	Ap1s3	ENSG00000152056	AP1S3	ortholog_one2one	1
ENSMUSG00000026547	Tagln2	ENSG00000158710	TAGLN2	ortholog_one2one	1
ENSMUSG00000021238	Aldh6a1	ENSG00000119711	ALDH6A1	ortholog_one2one	1
ENSMUSG00000035273	Hpse	ENSG00000173083	HPSE	ortholog_one2one	1
ENSMUSG00000010608	Rbm25	ENSG00000119707	RBM25	ortholog_one2one	1
ENSMUSG00000022474	Pmm1	ENSG00000100417	PMM1	ortholog_one2one	1
ENSMUSG00000021557	Agtpbp1	ENSG00000135049	AGTPBP1	ortholog_one2one	1
ENSMUSG00000031844	Hsd17b2	ENSG00000086696	HSD17B2	ortholog_one2one	1
ENSMUSG00000034981	Parm1	ENSG00000169116	PARM1	ortholog_one2one	1
ENSMUSG00000001270	Ckb	ENSG00000166165	CKB	ortholog_one2one	1
ENSMUSG00000029659	Medag	ENSG00000102802	MEDAG	ortholog_one2one	1
ENSMUSG00000018821	Avpi1	ENSG00000119986	AVPI1	ortholog_one2one	1
ENSMUSG00000038903	Ccdc68	ENSG00000166510	CCDC68	ortholog_one2one	1
ENSMUSG00000000983	Wfdc18				
ENSMUSG00000033282	Rpgrip1l	ENSG00000103494	RPGRIP1L	ortholog_one2one	1
ENSMUSG00000003279	Dlgap1	ENSG00000170579	DLGAP1	ortholog_one2one	1
ENSMUSG00000030353	Tead4	ENSG00000197905	TEAD4	ortholog_one2one	1
ENSMUSG00000024909	Efemp2	ENSG00000172638	EFEMP2	ortholog_one2one	1
ENSMUSG00000029781	Fkbp9	ENSG00000122642	FKBP9	ortholog_one2one	1
ENSMUSG00000074006	Omp	ENSG00000254550	OMP	ortholog_one2one	1
ENSMUSG00000062210	Tnfaip8	ENSG00000145779	TNFAIP8	ortholog_one2one	1
ENSMUSG00000003541	Ier3	ENSG00000137331	IER3	ortholog_one2one	1
ENSMUSG00000024610	Cd74	ENSG00000019582	CD74	ortholog_one2one	1
ENSMUSG00000044217	Aqp5	ENSG00000161798	AQP5	ortholog_one2one	1
ENSMUSG00000051341	Zfp52				
ENSMUSG00000074063	Osgin1	ENSG00000140961	OSGIN1	ortholog_one2one	1
ENSMUSG00000002900	Lamb1	ENSG00000091136	LAMB1	ortholog_one2one	1
ENSMUSG00000045763	Basp1	ENSG00000176788	BASP1	ortholog_one2one	1
ENSMUSG00000054136	Adm2	ENSG00000128165	ADM2	ortholog_one2one	1
ENSMUSG00000044041	Krt13				
ENSMUSG00000022584	Ly6c2	ENSG00000291309	LY6S	ortholog_one2many	0
ENSMUSG00000048264	Dip2c	ENSG00000151240	DIP2C	ortholog_one2one	1
ENSMUSG00000041324	Inhba	ENSG00000122641	INHBA	ortholog_one2one	1
ENSMUSG00000036555	Iqce				
ENSMUSG00000039110	Mycbpap	ENSG00000136449	MYCBPAP	ortholog_one2one	1
ENSMUSG00000054146	Krt15	ENSG00000171346	KRT15	ortholog_one2one	1
ENSMUSG00000024253	Dync2li1	ENSG00000138036	DYNC2LI1	ortholog_one2one	1
ENSMUSG00000048240	Gng7				
ENSMUSG00000009013	Dynll1	ENSG00000088986	DYNLL1	ortholog_one2one	1
ENSMUSG00000020326	Ccng1	ENSG00000113328	CCNG1	ortholog_one2one	1
ENSMUSG00000029229	Chic2	ENSG00000109220	CHIC2	ortholog_one2one	1
ENSMUSG00000033585	Ndn	ENSG00000182636	NDN	ortholog_one2one	1
ENSMUSG00000032076	Cadm1	ENSG00000182985	CADM1	ortholog_one2one	1
ENSMUSG00000000385	Tmprss2	ENSG00000184012	TMPRSS2	ortholog_one2one	1
ENSMUSG00000037161	Mgarp	ENSG00000137463	MGARP	ortholog_one2one	0
ENSMUSG00000037419	Endod1	ENSG00000149218	ENDOD1	ortholog_one2one	1
ENSMUSG00000007041	Clic1	ENSG00000213719	CLIC1	ortholog_one2one	1
ENSMUSG00000089809	Rasgef1b	ENSG00000138670	RASGEF1B	ortholog_one2one	1
ENSMUSG00000034825	Nrip3	ENSG00000175352	NRIP3	ortholog_one2one	1
ENSMUSG00000063605	Ccdc102a	ENSG00000135736	CCDC102A	ortholog_one2one	1
ENSMUSG00000038872	Zfhx3	ENSG00000140836	ZFHX3	ortholog_one2one	1
ENSMUSG00000024697	Gna14	ENSG00000156049	GNA14	ortholog_one2one	1
ENSMUSG00000031441	Atp11a	ENSG00000068650	ATP11A	ortholog_one2one	1
ENSMUSG00000095115	Itpripl2	ENSG00000205730	ITPRIPL2	ortholog_one2one	1
ENSMUSG00000014226	Cacybp	ENSG00000116161	CACYBP	ortholog_one2one	1
ENSMUSG00000003573	Homer3	ENSG00000051128	HOMER3	ortholog_one2one	1
ENSMUSG00000030413	Pglyrp1	ENSG00000008438	PGLYRP1	ortholog_one2one	1
ENSMUSG00000047557	Lxn	ENSG00000079257	LXN	ortholog_one2one	1
ENSMUSG00000033276	Stk36	ENSG00000163482	STK36	ortholog_one2one	1
ENSMUSG00000002997	Prkar2b	ENSG00000005249	PRKAR2B	ortholog_one2one	1
ENSMUSG00000022377	Asap1	ENSG00000153317	ASAP1	ortholog_one2one	1
ENSMUSG00000035357	Pdzrn3	ENSG00000121440	PDZRN3	ortholog_one2one	1
ENSMUSG00000059713	Rcan3	ENSG00000117602	RCAN3	ortholog_one2one	1
ENSMUSG00000027800	Tm4sf1	ENSG00000169908	TM4SF1	ortholog_one2one	1
ENSMUSG00000067288	Rps28	ENSG00000233927	RPS28	ortholog_one2one	1
ENSMUSG00000031502	Col4a1	ENSG00000187498	COL4A1	ortholog_one2one	1
ENSMUSG00000042312	S100a13	ENSG00000189171	S100A13	ortholog_one2one	1
ENSMUSG00000028199	Cryz	ENSG00000116791	CRYZ	ortholog_one2one	1
ENSMUSG00000024273	2700062C07Rik	ENSG00000141428	RMP24	ortholog_one2one	1
ENSMUSG00000024538	Ppic	ENSG00000168938	PPIC	ortholog_one2one	1
ENSMUSG00000025410	Dctn2	ENSG00000175203	DCTN2	ortholog_one2one	1
ENSMUSG00000061048	Cdh3	ENSG00000062038	CDH3	ortholog_one2one	1
ENSMUSG00000019302	Atp6v0a1	ENSG00000033627	ATP6V0A1	ortholog_one2one	1
ENSMUSG00000021306	Gpr137b	ENSG00000077585	GPR137B	ortholog_one2one	1
ENSMUSG00000032315	Cyp1a1	ENSG00000140465	CYP1A1	ortholog_one2one	1
ENSMUSG00000046982	Tshz1	ENSG00000179981	TSHZ1	ortholog_one2one	1
ENSMUSG00000028019	Pdgfc	ENSG00000145431	PDGFC	ortholog_one2one	1
ENSMUSG00000023944	Hsp90ab1	ENSG00000096384	HSP90AB1	ortholog_one2one	1
ENSMUSG00000047787	Flrt1	ENSG00000126500	FLRT1	ortholog_one2one	1
ENSMUSG00000074781	Ube2n	ENSG00000177889	UBE2N	ortholog_one2one	1
ENSMUSG00000005078	Jkamp	ENSG00000050130	JKAMP	ortholog_one2many	1
ENSMUSG00000049686	Orai1	ENSG00000276045	ORAI1	ortholog_one2one	1
ENSMUSG00000036446	Lum	ENSG00000139329	LUM	ortholog_one2one	1
ENSMUSG00000023961	Enpp4	ENSG00000001561	ENPP4	ortholog_one2one	1
ENSMUSG00000058799	Nap1l1	ENSG00000187109	NAP1L1	ortholog_one2one	1
ENSMUSG00000027963	Extl2	ENSG00000162694	EXTL2	ortholog_one2one	1
ENSMUSG00000022415	Syngr1	ENSG00000100321	SYNGR1	ortholog_one2one	1
ENSMUSG00000032812	Arap1	ENSG00000186635	ARAP1	ortholog_one2one	1
ENSMUSG00000034271	Jdp2	ENSG00000140044	JDP2	ortholog_one2one	1
ENSMUSG00000001870	Ltbp1	ENSG00000049323	LTBP1	ortholog_one2one	1
ENSMUSG00000040998	Npnt	ENSG00000168743	NPNT	ortholog_one2one	1
ENSMUSG00000018001	Cyth3	ENSG00000008256	CYTH3	ortholog_one2one	1
ENSMUSG00000015217	Hmgb3				
ENSMUSG00000019782	Rwdd1	ENSG00000111832	RWDD1	ortholog_one2one	1
ENSMUSG00000049858	Suox	ENSG00000139531	SUOX	ortholog_one2one	1
ENSMUSG00000028194	Ddah1	ENSG00000153904	DDAH1	ortholog_one2one	1
ENSMUSG00000022205	Sub1	ENSG00000113387	SUB1	ortholog_one2one	1
ENSMUSG00000040605	Bace2	ENSG00000182240	BACE2	ortholog_one2one	1
ENSMUSG00000024190	Dusp1	ENSG00000120129	DUSP1	ortholog_one2one	1
ENSMUSG00000035258	Abi3bp	ENSG00000154175	ABI3BP	ortholog_one2one	1
ENSMUSG00000024812	Tjp2	ENSG00000119139	TJP2	ortholog_one2one	1
ENSMUSG00000019970	Sgk1	ENSG00000118515	SGK1	ortholog_one2one	1
ENSMUSG00000020776	Fbf1	ENSG00000188878	FBF1	ortholog_one2one	1
ENSMUSG00000036368	Rmdn2	ENSG00000115841	RMDN2	ortholog_one2one	1
ENSMUSG00000032741	Tpcn1	ENSG00000186815	TPCN1	ortholog_one2one	1
ENSMUSG00000067889	Sptbn2	ENSG00000173898	SPTBN2	ortholog_one2one	1
ENSMUSG00000035678	Tnfsf9	ENSG00000125657	TNFSF9	ortholog_one2one	0
ENSMUSG00000041827	Oasl1	ENSG00000135114	OASL	ortholog_one2one	1
ENSMUSG00000046997	Spsb4	ENSG00000175093	SPSB4	ortholog_one2one	1
ENSMUSG00000025417	Pip4k2c	ENSG00000166908	PIP4K2C	ortholog_one2one	1
ENSMUSG00000067006	Serpinb5	ENSG00000206075	SERPINB5	ortholog_one2one	1
ENSMUSG00000023905	Tnfrsf12a	ENSG00000006327	TNFRSF12A	ortholog_one2one	1
ENSMUSG00000003352	Cacnb3	ENSG00000167535	CACNB3	ortholog_one2one	1
ENSMUSG00000021725	Parp8	ENSG00000151883	PARP8	ortholog_one2one	1
ENSMUSG00000025287	Acot9	ENSG00000123130	ACOT9	ortholog_one2many	1
ENSMUSG00000048706	Lurap1l	ENSG00000153714	LURAP1L	ortholog_one2one	1
ENSMUSG00000024206	Rfx2	ENSG00000087903	RFX2	ortholog_one2one	1
ENSMUSG00000037972	Snn	ENSG00000184602	SNN	ortholog_one2one	1
ENSMUSG00000026822	Lcn2	ENSG00000148346	LCN2	ortholog_one2one	1
ENSMUSG00000047735	Samd9l	ENSG00000177409	SAMD9L	ortholog_one2one	1
ENSMUSG00000030259	Rassf8	ENSG00000123094	RASSF8	ortholog_one2one	1
ENSMUSG00000029096	Htra3	ENSG00000170801	HTRA3	ortholog_one2one	1
ENSMUSG00000042842	Serpinb6b	ENSG00000124570	SERPINB6	ortholog_one2many	0
ENSMUSG00000047714	Ppp1r2	ENSG00000184203	PPP1R2	ortholog_many2many	1
ENSMUSG00000047714	Ppp1r2	ENSG00000231989	PPP1R2B	ortholog_many2many	0
ENSMUSG00000030094	Xpc	ENSG00000154767	XPC	ortholog_one2one	1
ENSMUSG00000027806	Tsc22d2	ENSG00000196428	TSC22D2	ortholog_one2one	1
ENSMUSG00000032033	Barx2	ENSG00000043039	BARX2	ortholog_one2one	1
ENSMUSG00000032238	Rora	ENSG00000069667	RORA	ortholog_one2one	1
ENSMUSG00000073418	C4b	ENSG00000224389	C4B	ortholog_many2many	1
ENSMUSG00000073418	C4b	ENSG00000244731	C4A	ortholog_many2many	1
ENSMUSG00000026782	Abi2	ENSG00000138443	ABI2	ortholog_one2one	1
ENSMUSG00000021559	Dapk1	ENSG00000196730	DAPK1	ortholog_one2one	1
ENSMUSG00000055762	Eef1d	ENSG00000104529	EEF1D	ortholog_one2one	1
ENSMUSG00000026020	Nop58	ENSG00000055044	NOP58	ortholog_one2one	1
ENSMUSG00000024028	Tff2	ENSG00000160181	TFF2	ortholog_one2one	1
ENSMUSG00000000787	Ddx3x	ENSG00000215301	DDX3X	ortholog_one2many	1
ENSMUSG00000037104	Socs5	ENSG00000171150	SOCS5	ortholog_one2one	1
ENSMUSG00000038387	Rras	ENSG00000126458	RRAS	ortholog_one2one	1
ENSMUSG00000118667	Ahnak2	ENSG00000185567	AHNAK2	ortholog_one2one	0
ENSMUSG00000075602	Ly6a	ENSG00000291309	LY6S	ortholog_one2many	0
ENSMUSG00000024164	C3	ENSG00000125730	C3	ortholog_one2one	1
ENSMUSG00000020092	Pald1	ENSG00000107719	PALD1	ortholog_one2one	1
ENSMUSG00000031996	Aplp2	ENSG00000084234	APLP2	ortholog_one2one	1
ENSMUSG00000077714	Snord17	ENSG00000212232	SNORD17	ortholog_one2one	1
ENSMUSG00000047473	Zfp30	ENSG00000120784	ZFP30	ortholog_one2one	1
ENSMUSG00000021701	Plk2	ENSG00000145632	PLK2	ortholog_one2one	1
ENSMUSG00000034595	Ppp1r18	ENSG00000146112	PPP1R18	ortholog_one2one	1
ENSMUSG00000024382	Ercc3	ENSG00000163161	ERCC3	ortholog_one2one	1
ENSMUSG00000023175	Bsg	ENSG00000172270	BSG	ortholog_one2one	1
ENSMUSG00000031787	Katnb1	ENSG00000140854	KATNB1	ortholog_one2one	1
ENSMUSG00000005732	Ranbp1	ENSG00000099901	RANBP1	ortholog_one2one	1
ENSMUSG00000030017	Reg3g	ENSG00000172023	REG1B	ortholog_one2many	0
ENSMUSG00000059430	Actg2	ENSG00000163017	ACTG2	ortholog_one2one	1
ENSMUSG00000055447	Cd47	ENSG00000196776	CD47	ortholog_one2one	1
ENSMUSG00000024014	Pim1	ENSG00000137193	PIM1	ortholog_one2one	1
ENSMUSG00000004552	Ctse	ENSG00000196188	CTSE	ortholog_one2one	1
ENSMUSG00000055254	Ntrk2	ENSG00000148053	NTRK2	ortholog_one2one	1
ENSMUSG00000029798	Herc6	ENSG00000138642	HERC6	ortholog_one2one	1
ENSMUSG00000028949	Smarcd3	ENSG00000082014	SMARCD3	ortholog_one2one	1
ENSMUSG00000044628	Rnf208	ENSG00000212864	RNF208	ortholog_one2one	1
ENSMUSG00000029380	Cxcl1	ENSG00000163734	CXCL3	ortholog_one2many	1
ENSMUSG00000031778	Cx3cl1	ENSG00000006210	CX3CL1	ortholog_one2one	1
ENSMUSG00000066952	Myo1h	ENSG00000174527	MYO1H	ortholog_one2one	1
ENSMUSG00000009281	Rarres2	ENSG00000106538	RARRES2	ortholog_one2one	1
ENSMUSG00000054072	Iigp1				
ENSMUSG00000063236	1110038F14Rik	ENSG00000182307	C8orf33	ortholog_one2one	1
ENSMUSG00000007655	Cav1	ENSG00000105974	CAV1	ortholog_one2one	1
ENSMUSG00000025212	Sfxn3	ENSG00000107819	SFXN3	ortholog_one2one	1
ENSMUSG00000037012	Hk1	ENSG00000156515	HK1	ortholog_one2one	1
ENSMUSG00000049313	Sorl1	ENSG00000137642	SORL1	ortholog_one2one	1
ENSMUSG00000035557	Krt17	ENSG00000128422	KRT17	ortholog_one2one	1
ENSMUSG00000035246	Pcyt1b	ENSG00000102230	PCYT1B	ortholog_one2one	1
ENSMUSG00000042303	Sgsm3	ENSG00000100359	SGSM3	ortholog_one2one	1
ENSMUSG00000003452	Bicd1	ENSG00000151746	BICD1	ortholog_one2one	1
ENSMUSG00000064105	Cnnm2	ENSG00000148842	CNNM2	ortholog_one2one	1
ENSMUSG00000035493	Tgfbi	ENSG00000120708	TGFBI	ortholog_one2one	1
ENSMUSG00000031201	Brcc3	ENSG00000185515	BRCC3	ortholog_one2many	1
ENSMUSG00000042810	Krba1	ENSG00000133619	KRABD3	ortholog_one2one	1
ENSMUSG00000040009	Gnaz	ENSG00000128266	GNAZ	ortholog_one2one	1
ENSMUSG00000035781	R3hdm4	ENSG00000198858	R3HDM4	ortholog_one2one	1
ENSMUSG00000048376	F2r	ENSG00000181104	F2R	ortholog_one2one	1
ENSMUSG00000035824	Tk2	ENSG00000166548	TK2	ortholog_one2one	1
ENSMUSG00000074896	Ifit3	ENSG00000119917	IFIT3	ortholog_one2many	0
ENSMUSG00000029231	Pdgfra	ENSG00000134853	PDGFRA	ortholog_one2one	1
ENSMUSG00000027940	Tpm3				
ENSMUSG00000041120	Nbl1	ENSG00000158747	NBL1	ortholog_one2one	1
ENSMUSG00000025917	Cops5	ENSG00000121022	COPS5	ortholog_one2one	1
ENSMUSG00000002015	Bcap31	ENSG00000185825	BCAP31	ortholog_one2one	1
ENSMUSG00000030342	Cd9	ENSG00000010278	CD9	ortholog_one2one	1
ENSMUSG00000029484	Anxa3	ENSG00000138772	ANXA3	ortholog_one2one	1
ENSMUSG00000022307	Oxr1	ENSG00000164830	OXR1	ortholog_one2one	1
ENSMUSG00000016494	Cd34	ENSG00000174059	CD34	ortholog_one2one	1
ENSMUSG00000027860	Vangl1	ENSG00000173218	VANGL1	ortholog_one2one	1
ENSMUSG00000050071	Bex1	ENSG00000133169	BEX1	ortholog_many2many	0
ENSMUSG00000050071	Bex1	ENSG00000133134	BEX2	ortholog_many2many	1
ENSMUSG00000031169	Porcn	ENSG00000102312	PORCN	ortholog_one2one	1
ENSMUSG00000006932	Ctnnb1	ENSG00000168036	CTNNB1	ortholog_one2one	1
ENSMUSG00000033170	Card10	ENSG00000100065	CARD10	ortholog_one2one	1
ENSMUSG00000033955	Tnks1bp1	ENSG00000149115	TNKS1BP1	ortholog_one2one	1
ENSMUSG00000026275	Ppp1r7				
ENSMUSG00000035051	Dhx57	ENSG00000163214	DHX57	ortholog_one2one	1
ENSMUSG00000024803	Ankrd1	ENSG00000148677	ANKRD1	ortholog_one2one	1
ENSMUSG00000034401	Spata6	ENSG00000132122	SPATA6	ortholog_one2one	1
ENSMUSG00000118662	Tctn2	ENSG00000168778	TCTN2	ortholog_one2one	1
ENSMUSG00000050732	Vamp8	ENSG00000118640	VAMP8	ortholog_one2one	1
ENSMUSG00000015093	Clic3	ENSG00000169583	CLIC3	ortholog_one2one	1
ENSMUSG00000054200	Ffar4	ENSG00000186188	FFAR4	ortholog_one2one	1
ENSMUSG00000020594	Pum2	ENSG00000055917	PUM2	ortholog_one2one	1
ENSMUSG00000002458	Rgs19	ENSG00000171700	RGS19	ortholog_one2one	1
ENSMUSG00000093661	Eif4e3	ENSG00000163412	EIF4E3	ortholog_one2one	1
ENSMUSG00000051343	Rab11fip5	ENSG00000135631	RAB11FIP5	ortholog_one2one	1
ENSMUSG00000024521	Pmaip1	ENSG00000141682	PMAIP1	ortholog_one2one	0
ENSMUSG00000016758	Bik	ENSG00000100290	BIK	ortholog_one2one	0
ENSMUSG00000030093	Wnt7a	ENSG00000154764	WNT7A	ortholog_one2one	1
ENSMUSG00000062580	Timm17a	ENSG00000134375	TIMM17A	ortholog_one2one	1
ENSMUSG00000039607	Rbms3	ENSG00000144642	RBMS3	ortholog_one2one	1
ENSMUSG00000026965	Anapc2	ENSG00000176248	ANAPC2	ortholog_one2one	1
ENSMUSG00000022641	Bbx	ENSG00000114439	BBX	ortholog_one2one	1
ENSMUSG00000069255	Dusp22	ENSG00000112679	DUSP22	ortholog_one2one	1
ENSMUSG00000025742	Prps2	ENSG00000101911	PRPS2	ortholog_one2one	1
ENSMUSG00000038879	Nipal2	ENSG00000104361	NIPAL2	ortholog_one2one	1
ENSMUSG00000062937	Mtap	ENSG00000099810	MTAP	ortholog_one2one	1
ENSMUSG00000025608	Podxl	ENSG00000128567	PODXL	ortholog_one2one	0
ENSMUSG00000001143	Lman2l	ENSG00000114988	LMAN2L	ortholog_one2one	1
ENSMUSG00000046324	Ermp1	ENSG00000099219	ERMP1	ortholog_one2one	1
ENSMUSG00000028645	Slc2a1	ENSG00000117394	SLC2A1	ortholog_one2one	1
ENSMUSG00000022587	Ly6e	ENSG00000160932	LY6E	ortholog_one2one	1
ENSMUSG00000079428	Tceal7	ENSG00000182916	TCEAL7	ortholog_one2one	1
ENSMUSG00000045257	Morn2	ENSG00000188010	MORN2	ortholog_one2one	1
ENSMUSG00000024098	Twsg1	ENSG00000128791	TWSG1	ortholog_one2one	1
ENSMUSG00000018217	Pmp22	ENSG00000109099	PMP22	ortholog_one2one	1
ENSMUSG00000032359	Ctsh	ENSG00000103811	CTSH	ortholog_one2one	1
ENSMUSG00000073599	Ecscr	ENSG00000249751	ECSCR	ortholog_one2one	0
ENSMUSG00000023021	Cers5	ENSG00000139624	CERS5	ortholog_one2one	1
ENSMUSG00000024269	Tpgs2	ENSG00000134779	TPGS2	ortholog_one2one	1
ENSMUSG00000040794	C1qtnf4	ENSG00000172247	C1QTNF4	ortholog_one2one	1
ENSMUSG00000024386	Proc				
ENSMUSG00000040451	Sgms1	ENSG00000198964	SGMS1	ortholog_one2one	1
ENSMUSG00000032418	Me1	ENSG00000065833	ME1	ortholog_one2one	1
ENSMUSG00000038267	Slc22a23	ENSG00000137266	SLC22A23	ortholog_one2one	1
ENSMUSG00000028716	Pdzk1ip1	ENSG00000162366	PDZK1IP1	ortholog_one2one	1
ENSMUSG00000026399	Cd55	ENSG00000196352	CD55	ortholog_one2many	0
ENSMUSG00000029053	Prkcz	ENSG00000067606	PRKCZ	ortholog_one2one	1
ENSMUSG00000027333	Smox	ENSG00000088826	SMOX	ortholog_one2one	1
ENSMUSG00000044912	Syt16	ENSG00000139973	SYT16	ortholog_one2one	1
ENSMUSG00000024526	Cidea	ENSG00000176194	CIDEA	ortholog_one2one	1
ENSMUSG00000036225	Kctd1	ENSG00000134504	KCTD1	ortholog_one2one	1
ENSMUSG00000037348	Paqr7	ENSG00000182749	PAQR7	ortholog_one2one	1
ENSMUSG00000022247	Brix1	ENSG00000113460	BRIX1	ortholog_one2one	1
ENSMUSG00000023972	Ptk7	ENSG00000112655	PTK7	ortholog_one2one	1
ENSMUSG00000035274	Tpbg	ENSG00000146242	TPBG	ortholog_one2one	1
ENSMUSG00000052942	Glis3	ENSG00000107249	GLIS3	ortholog_one2one	1
ENSMUSG00000038146	Notch3	ENSG00000074181	NOTCH3	ortholog_one2one	1
ENSMUSG00000025185	Loxl4	ENSG00000138131	LOXL4	ortholog_one2one	1
ENSMUSG00000031214	Ophn1	ENSG00000079482	OPHN1	ortholog_one2one	1
ENSMUSG00000024659	Anxa1	ENSG00000135046	ANXA1	ortholog_one2one	1
ENSMUSG00000023336	Wfdc1	ENSG00000103175	WFDC1	ortholog_one2one	1
ENSMUSG00000027995	Tlr2	ENSG00000137462	TLR2	ortholog_one2one	1
ENSMUSG00000024581	Napg	ENSG00000134265	NAPG	ortholog_one2one	1
ENSMUSG00000038481	Cdk19	ENSG00000155111	CDK19	ortholog_one2one	1
ENSMUSG00000023008	Fmnl3	ENSG00000161791	FMNL3	ortholog_one2one	1
ENSMUSG00000035863	Palm	ENSG00000099864	PALM	ortholog_one2one	1
ENSMUSG00000028128	F3	ENSG00000117525	F3	ortholog_one2one	0
ENSMUSG00000010435	Spaca7	ENSG00000153498	SPACA7	ortholog_one2one	0
ENSMUSG00000051022	Hs3st1	ENSG00000002587	HS3ST1	ortholog_one2one	1
ENSMUSG00000068874	Selenbp1	ENSG00000143416	SELENBP1	ortholog_one2many	1
ENSMUSG00000007038	Neu1	ENSG00000204386	NEU1	ortholog_one2one	1
ENSMUSG00000033287	Kctd17	ENSG00000100379	KCTD17	ortholog_one2one	1
ENSMUSG00000028967	Errfi1	ENSG00000116285	ERRFI1	ortholog_one2one	1
ENSMUSG00000026235	Epha4	ENSG00000116106	EPHA4	ortholog_one2one	1
ENSMUSG00000030286	Emc3	ENSG00000125037	EMC3	ortholog_one2one	1
ENSMUSG00000037942	Crp	ENSG00000132693	CRP	ortholog_one2one	1
ENSMUSG00000030107	Usp18	ENSG00000184979	USP18	ortholog_one2one	1
ENSMUSG00000027858	Tspan2	ENSG00000134198	TSPAN2	ortholog_one2one	1
ENSMUSG00000031503	Col4a2	ENSG00000134871	COL4A2	ortholog_one2one	1
ENSMUSG00000015619	Gata3	ENSG00000107485	GATA3	ortholog_one2one	1
ENSMUSG00000045629	Sh3tc2	ENSG00000169247	SH3TC2	ortholog_one2one	1
ENSMUSG00000016308	Ube2a	ENSG00000077721	UBE2A	ortholog_one2one	1
ENSMUSG00000052676	Zmat1	ENSG00000166432	ZMAT1	ortholog_one2one	1
ENSMUSG00000019998	Stx7	ENSG00000079950	STX7	ortholog_one2one	1
ENSMUSG00000049047	Armcx3	ENSG00000102401	ARMCX3	ortholog_one2one	1
ENSMUSG00000079317	Trappc2				
ENSMUSG00000042808	Gpx2	ENSG00000176153	GPX2	ortholog_one2one	1
ENSMUSG00000059540	Tcea2	ENSG00000171703	TCEA2	ortholog_one2one	1
ENSMUSG00000028573	Fggy	ENSG00000172456	FGGY	ortholog_one2one	1
ENSMUSG00000064080	Fbln2	ENSG00000163520	FBLN2	ortholog_one2one	1
ENSMUSG00000002274	Metrn	ENSG00000103260	METRN	ortholog_one2one	1
ENSMUSG00000081534	Slc48a1	ENSG00000211584	SLC48A1	ortholog_one2one	0
ENSMUSG00000048118	Arid4a	ENSG00000032219	ARID4A	ortholog_one2one	1
ENSMUSG00000032135	Mcam	ENSG00000076706	MCAM	ortholog_one2one	1
ENSMUSG00000047414	Flrt2	ENSG00000185070	FLRT2	ortholog_one2one	1
ENSMUSG00000038784	Cnot4	ENSG00000080802	CNOT4	ortholog_one2one	1
ENSMUSG00000029304	Spp1	ENSG00000118785	SPP1	ortholog_one2one	1
ENSMUSG00000039671	Zmynd8	ENSG00000101040	ZMYND8	ortholog_one2one	1
ENSMUSG00000029201	Ugdh	ENSG00000109814	UGDH	ortholog_one2one	1
ENSMUSG00000034634	Ly6d				
ENSMUSG00000027499	Pkia	ENSG00000171033	PKIA	ortholog_one2one	1
ENSMUSG00000004633	Chn2	ENSG00000106069	CHN2	ortholog_one2one	1
ENSMUSG00000027524	Edn3	ENSG00000124205	EDN3	ortholog_one2one	1
ENSMUSG00000029832	Nfe2l3	ENSG00000050344	NFE2L3	ortholog_one2one	1
ENSMUSG00000007034	Slc44a4	ENSG00000204385	SLC44A4	ortholog_one2one	1
ENSMUSG00000031107	Rbmx2	ENSG00000134597	RBMX2	ortholog_one2one	1
ENSMUSG00000071379	Hpcal1	ENSG00000115756	HPCAL1	ortholog_one2one	0
ENSMUSG00000026380	Tfcp2l1	ENSG00000115112	TFCP2L1	ortholog_one2one	1
ENSMUSG00000030067	Foxp1	ENSG00000114861	FOXP1	ortholog_one2one	1
ENSMUSG00000064326	Siva1	ENSG00000184990	SIVA1	ortholog_one2one	1
ENSMUSG00000031731	Ap1g1	ENSG00000166747	AP1G1	ortholog_one2one	1
ENSMUSG00000027712	Anxa5	ENSG00000164111	ANXA5	ortholog_one2one	1
ENSMUSG00000037679	Inf2	ENSG00000203485	INF2	ortholog_one2one	1
ENSMUSG00000038859	Baiap2l1	ENSG00000006453	BAIAP2L1	ortholog_one2one	1
ENSMUSG00000062352	Itgb1bp1	ENSG00000119185	ITGB1BP1	ortholog_one2one	1
ENSMUSG00000016541	Atxn10	ENSG00000130638	ATXN10	ortholog_one2one	1
ENSMUSG00000079435	Rpl36a				
ENSMUSG00000026639	Lamb3	ENSG00000196878	LAMB3	ortholog_one2one	1
ENSMUSG00000073702	Rpl31	ENSG00000071082	RPL31	ortholog_one2one	1
ENSMUSG00000035638	Muc20	ENSG00000176945	MUC20	ortholog_one2one	0
ENSMUSG00000008450	Nutf2	ENSG00000102898	NUTF2	ortholog_one2many	1
ENSMUSG00000024810	Il33	ENSG00000137033	IL33	ortholog_one2one	1
ENSMUSG00000006273	Atp6v1b2	ENSG00000147416	ATP6V1B2	ortholog_one2one	1
ENSMUSG00000022822	Abcc5	ENSG00000114770	ABCC5	ortholog_one2one	1
ENSMUSG00000021509	Slc25a48	ENSG00000145832	SLC25A48	ortholog_one2one	1
ENSMUSG00000006342	Susd2	ENSG00000099994	SUSD2	ortholog_one2one	1
