mouse_symbol	signatures	class	n_human_targets	human_targets	inclusion_decision
C2Cd4C	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
C3	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	C3:ENSG00000125730	include_primary
C4B	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Cacnb3	FETAL_INTESTINE_GENES	ortholog_one2one	1	CACNB3:ENSG00000167535	include_primary
Cacybp	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CACYBP:ENSG00000116161	include_primary
Cadm1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CADM1:ENSG00000182985	include_primary
Calcb	REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CALCB:ENSG00000175868	include_primary
Calcoco1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CALCOCO1:ENSG00000012822	include_primary
Camk1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CAMK1:ENSG00000134072	include_primary
Camk2N1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Camkk1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CAMKK1:ENSG00000004660	include_primary
Camsap2	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CAMSAP2:ENSG00000118200	include_primary
Cap1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CAP1:ENSG00000131236	include_primary
Capg	FETAL_INTESTINE_GENES	ortholog_one2one	1	CAPG:ENSG00000042493	include_primary
Capn13	YAP_SIGNALING_GENES	ortholog_one2one	1	CAPN13:ENSG00000162949	include_primary
Capn2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CAPN2:ENSG00000162909	include_primary
Capn5	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CAPN5:ENSG00000149260	include_primary
Capns1	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CAPNS1:ENSG00000126247	include_primary
Capsl	FETAL_INTESTINE_GENES	ortholog_one2one	1	CAPSL:ENSG00000152611	include_primary
Car12	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CA12:ENSG00000074410	include_primary
Car2	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CA2:ENSG00000104267	include_primary
Card10	FETAL_INTESTINE_GENES	ortholog_one2one	1	CARD10:ENSG00000100065	include_primary
Cav1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CAV1:ENSG00000105974	include_primary
Cav2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CAV2:ENSG00000105971	include_primary
Cblc	FETAL_INTESTINE_GENES	ortholog_one2one	1	CBLC:ENSG00000142273	include_primary
Cbx6	FETAL_INTESTINE_GENES	ortholog_one2one	1	CBX6:ENSG00000183741	include_primary
Ccdc102A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ccdc103	FETAL_INTESTINE_GENES	ortholog_one2one	1	DNAAF19:ENSG00000167131	include_primary
Ccdc12	FETAL_INTESTINE_GENES	ortholog_one2one	1	CCDC12:ENSG00000160799	include_primary
Ccdc120	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CCDC120:ENSG00000147144	include_primary
Ccdc126	FETAL_INTESTINE_GENES	ortholog_one2one	1	CCDC126:ENSG00000169193	include_primary
Ccdc127	FETAL_INTESTINE_GENES	ortholog_one2one	1	CCDC127:ENSG00000164366	include_primary
Ccdc19	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ccdc23	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ccdc3	FETAL_INTESTINE_GENES	ortholog_one2one	1	CCDC3:ENSG00000151468	include_primary
Ccdc33	FETAL_INTESTINE_GENES	ortholog_one2one	1	CCDC33:ENSG00000140481	include_primary
Ccdc58	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ccdc68	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CCDC68:ENSG00000166510	include_primary
Ccdc82	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CCDC82:ENSG00000149231	include_primary
Ccdc92	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CCDC92:ENSG00000119242	include_primary
Ccl2	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CCL2:ENSG00000108691	include_primary
Ccl20	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CCL20:ENSG00000115009	include_primary
Ccl7	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CCL7:ENSG00000108688	include_primary
Ccl9	REGENERATIVE_EPITHELIUM	ambiguous	2	CCL23:ENSG00000274736;CCL15:ENSG00000275718	extended_ambiguous_only
Ccnd1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CCND1:ENSG00000110092	include_primary
Ccnd2	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CCND2:ENSG00000118971	include_primary
Ccng1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CCNG1:ENSG00000113328	include_primary
Ccp110	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CCP110:ENSG00000103540	include_primary
Ccpg1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CCPG1:ENSG00000260916	include_primary
Ccrl2	FETAL_INTESTINE_GENES	ortholog_one2one	1	CCRL2:ENSG00000121797	include_primary
Ccser2	FETAL_INTESTINE_GENES	ortholog_one2one	1	CCSER2:ENSG00000107771	include_primary
Cd14	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CD14:ENSG00000170458	include_primary
Cd151	FETAL_INTESTINE_GENES	ortholog_one2one	1	CD151:ENSG00000177697	include_primary
Cd24A	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cd276	FETAL_INTESTINE_GENES	ortholog_one2one	1	CD276:ENSG00000103855	include_primary
Cd34	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CD34:ENSG00000174059	include_primary
Cd44	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CD44:ENSG00000026508	include_primary
Cd47	FETAL_INTESTINE_GENES	ortholog_one2one	1	CD47:ENSG00000196776	include_primary
Cd55	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ambiguous	1	CD55:ENSG00000196352	extended_ambiguous_only
Cd68	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CD68:ENSG00000129226	include_primary
Cd74	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CD74:ENSG00000019582	include_primary
Cd9	FETAL_INTESTINE_GENES	ortholog_one2one	1	CD9:ENSG00000010278	include_primary
Cd97	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cd99L2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cdc42Bpg	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cdc42Ep2	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cdh11	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CDH11:ENSG00000140937	include_primary
Cdh13	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CDH13:ENSG00000140945	include_primary
Cdh16	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CDH16:ENSG00000166589	include_primary
Cdh3	FETAL_INTESTINE_GENES	ortholog_one2one	1	CDH3:ENSG00000062038	include_primary
Cdh6	FETAL_INTESTINE_GENES	ortholog_one2one	1	CDH6:ENSG00000113361	include_primary
Cdk19	FETAL_INTESTINE_GENES	ortholog_one2one	1	CDK19:ENSG00000155111	include_primary
Cdk20	FETAL_INTESTINE_GENES	ortholog_one2one	1	CDK20:ENSG00000156345	include_primary
Cdk5	FETAL_INTESTINE_GENES	ortholog_one2one	1	CDK5:ENSG00000164885	include_primary
Cdkl2	FETAL_INTESTINE_GENES	ortholog_one2one	1	CDKL2:ENSG00000138769	include_primary
Cdkn1C	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cdkn2A	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ceacam1	FETAL_INTESTINE_GENES	ambiguous	16	PSG3:ENSG00000221826;PSG8:ENSG00000124467;CEACAM7:ENSG00000007306;PSG11:ENSG00000243130;PSG6:ENSG00000170848;PSG5:ENSG00000204941;CEACAM3:ENSG00000170956;CEACAM1:ENSG00000079385;PSG1:ENSG00000231924;PSG2:ENSG00000242221;PSG4:ENSG00000243137;PSG7:ENSG00000221878;CEACAM6:ENSG00000086548;CEACAM8:ENSG00000124469;PSG9:ENSG00000183668;CEACAM5:ENSG00000105388	extended_ambiguous_only
Celf2	FETAL_INTESTINE_GENES	ortholog_one2one	1	CELF2:ENSG00000048740	include_primary
Celsr1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CELSR1:ENSG00000075275	include_primary
Cep170	FETAL_INTESTINE_GENES	ortholog_one2one	1	CEP170:ENSG00000143702	include_primary
Cers5	FETAL_INTESTINE_GENES	ortholog_one2one	1	CERS5:ENSG00000139624	include_primary
Cetn2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CETN2:ENSG00000147400	include_primary
Cgnl1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CGNL1:ENSG00000128849	include_primary
Chac1	YAP_SIGNALING_GENES	ortholog_one2one	1	CHAC1:ENSG00000128965	include_primary
Chchd6	FETAL_INTESTINE_GENES	ortholog_one2one	1	CHCHD6:ENSG00000159685	include_primary
Chd3	FETAL_INTESTINE_GENES	ortholog_one2one	1	CHD3:ENSG00000170004	include_primary
Chic1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CHIC1:ENSG00000204116	include_primary
Chic2	FETAL_INTESTINE_GENES	ortholog_one2one	1	CHIC2:ENSG00000109220	include_primary
Chn2	FETAL_INTESTINE_GENES	ortholog_one2one	1	CHN2:ENSG00000106069	include_primary
Chpf	FETAL_INTESTINE_GENES	ortholog_one2one	1	CHPF:ENSG00000123989	include_primary
Chrac1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CHRAC1:ENSG00000104472	include_primary
Chrnb1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CHRNB1:ENSG00000170175	include_primary
Chst8	FETAL_INTESTINE_GENES	ortholog_one2one	1	CHST8:ENSG00000124302	include_primary
Cidea	FETAL_INTESTINE_GENES	ortholog_one2one	1	CIDEA:ENSG00000176194	include_primary
Cidec	YAP_SIGNALING_GENES	ortholog_one2one	1	CIDEC:ENSG00000187288	include_primary
Cish	YAP_SIGNALING_GENES	ortholog_one2one	1	CISH:ENSG00000114737	include_primary
Cited4	FETAL_INTESTINE_GENES	ortholog_one2one	1	CITED4:ENSG00000179862	include_primary
Ckap2	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	CKAP2:ENSG00000136108	include_primary
Ckb	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CKB:ENSG00000166165	include_primary
Clca3A2	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Clca4B	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Clca6	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Clcf1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CLCF1:ENSG00000175505	include_primary
Cldn4	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
Cldn6	FETAL_INTESTINE_GENES	ortholog_one2one	1	CLDN6:ENSG00000184697	include_primary
Clic1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CLIC1:ENSG00000213719	include_primary
Clic3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CLIC3:ENSG00000169583	include_primary
Clic4	YAP_SIGNALING_GENES	ortholog_one2one	1	CLIC4:ENSG00000169504	include_primary
Clu	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CLU:ENSG00000120885	include_primary
Cmtm3	FETAL_INTESTINE_GENES	ortholog_one2one	1	CMTM3:ENSG00000140931	include_primary
Cmtm7	FETAL_INTESTINE_GENES	ortholog_one2one	1	CMTM7:ENSG00000153551	include_primary
Cmtm8	FETAL_INTESTINE_GENES	ortholog_one2one	1	CMTM8:ENSG00000170293	include_primary
Cnbp	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CNBP:ENSG00000169714	include_primary
Cnksr1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CNKSR1:ENSG00000142675	include_primary
Cnn2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CNN2:ENSG00000064666	include_primary
Cnn3	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CNN3:ENSG00000117519	include_primary
Cnnm2	FETAL_INTESTINE_GENES	ortholog_one2one	1	CNNM2:ENSG00000148842	include_primary
Cnot4	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CNOT4:ENSG00000080802	include_primary
Cnp	FETAL_INTESTINE_GENES	ortholog_one2one	1	CNP:ENSG00000173786	include_primary
Cnppd1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CNPPD1:ENSG00000115649	include_primary
Col12A1	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Col18A1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Col1A1	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Col3A1	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Col4A1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Col4A2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Col4A5	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Copg1	FETAL_INTESTINE_GENES	ortholog_one2one	1	COPG1:ENSG00000181789	include_primary
Cops5	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	COPS5:ENSG00000121022	include_primary
Copz2	FETAL_INTESTINE_GENES	ortholog_one2one	1	COPZ2:ENSG00000005243	include_primary
Cp	FETAL_INTESTINE_GENES	ortholog_one2one	1	CP:ENSG00000047457	include_primary
Cpm	FETAL_INTESTINE_GENES	ortholog_one2one	1	CPM:ENSG00000135678	include_primary
Cpne8	FETAL_INTESTINE_GENES	ortholog_one2one	1	CPNE8:ENSG00000139117	include_primary
Creb1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CREB1:ENSG00000118260	include_primary
Creld1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CRELD1:ENSG00000163703	include_primary
Crip2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CRIP2:ENSG00000182809	include_primary
Crlf3	YAP_SIGNALING_GENES	ortholog_one2one	1	CRLF3:ENSG00000176390	include_primary
Crp	FETAL_INTESTINE_GENES	ortholog_one2one	1	CRP:ENSG00000132693	include_primary
Cryab	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CRYAB:ENSG00000109846	include_primary
Cryz	FETAL_INTESTINE_GENES	ortholog_one2one	1	CRYZ:ENSG00000116791	include_primary
Csf1R	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Csf2	FETAL_INTESTINE_GENES	ortholog_one2one	1	CSF2:ENSG00000164400	include_primary
Csnk1E	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Csrnp1	YAP_SIGNALING_GENES	ortholog_one2one	1	CSRNP1:ENSG00000144655	include_primary
Csrp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CSRP1:ENSG00000159176	include_primary
Cst9	FETAL_INTESTINE_GENES	ambiguous	1	CST9L:ENSG00000101435	extended_ambiguous_only
Cstb	FETAL_INTESTINE_GENES	ortholog_one2one	1	CSTB:ENSG00000160213	include_primary
Ctgf	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ctnnal1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CTNNAL1:ENSG00000119326	include_primary
Ctnnb1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CTNNB1:ENSG00000168036	include_primary
Ctsa	FETAL_INTESTINE_GENES	ortholog_one2one	1	CTSA:ENSG00000064601	include_primary
Ctsd	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CTSD:ENSG00000117984	include_primary
Ctse	FETAL_INTESTINE_GENES	ortholog_one2one	1	CTSE:ENSG00000196188	include_primary
Ctsf	FETAL_INTESTINE_GENES	ortholog_one2one	1	CTSF:ENSG00000174080	include_primary
Ctsh	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CTSH:ENSG00000103811	include_primary
Cttn	FETAL_INTESTINE_GENES	ortholog_one2one	1	CTTN:ENSG00000085733	include_primary
Cttnbp2Nl	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ctxn1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CTXN1:ENSG00000178531	include_primary
Cul7	FETAL_INTESTINE_GENES	ortholog_one2one	1	CUL7:ENSG00000044090	include_primary
Cutc	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CUTC:ENSG00000119929	include_primary
Cwh43	YAP_SIGNALING_GENES	ortholog_one2one	1	CWH43:ENSG00000109182	include_primary
Cx3Cl1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cxcl1	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ambiguous	1	CXCL3:ENSG00000163734	extended_ambiguous_only
Cxcl10	REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CXCL10:ENSG00000169245	include_primary
Cxcl12	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CXCL12:ENSG00000107562	include_primary
Cxcl13	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CXCL13:ENSG00000156234	include_primary
Cxcl16	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	CXCL16:ENSG00000161921	include_primary
Cxcl17	FETAL_INTESTINE_GENES	ortholog_one2one	1	CXCL17:ENSG00000189377	include_primary
Cxcl2	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ambiguous	1	CXCL3:ENSG00000163734	extended_ambiguous_only
Cxcl5	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	CXCL6:ENSG00000124875	include_primary
Cyba	FETAL_INTESTINE_GENES	ortholog_one2one	1	CYBA:ENSG00000051523	include_primary
Cyld	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	CYLD:ENSG00000083799	include_primary
Cyp1A1	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cyr61	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Cystm1	FETAL_INTESTINE_GENES	ortholog_one2one	1	CYSTM1:ENSG00000120306	include_primary
Cyth3	FETAL_INTESTINE_GENES	ortholog_one2one	1	CYTH3:ENSG00000008256	include_primary
D14Ertd668E	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Dap	FETAL_INTESTINE_GENES	ortholog_one2one	1	DAP:ENSG00000112977	include_primary
Dapk1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	DAPK1:ENSG00000196730	include_primary
Dbndd2	FETAL_INTESTINE_GENES	ortholog_one2one	1	DBNDD2:ENSG00000244274	include_primary
Dcn	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	DCN:ENSG00000011465	include_primary
Dctn2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DCTN2:ENSG00000175203	include_primary
Dcxr	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	DCXR:ENSG00000169738	include_primary
Ddah1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	DDAH1:ENSG00000153904	include_primary
Ddhd1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DDHD1:ENSG00000100523	include_primary
Ddit4	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DDIT4:ENSG00000168209	include_primary
Ddit4L	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ddo	FETAL_INTESTINE_GENES	ortholog_one2one	1	DDO:ENSG00000203797	include_primary
Ddr1	FETAL_INTESTINE_GENES	ortholog_one2one	1	DDR1:ENSG00000204580	include_primary
Ddx17	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DDX17:ENSG00000100201	include_primary
Ddx3X	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ddx5	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DDX5:ENSG00000108654	include_primary
Ddx60	YAP_SIGNALING_GENES	ortholog_one2one	1	DDX60:ENSG00000137628	include_primary
Degs1	FETAL_INTESTINE_GENES	ambiguous	1	DEGS1:ENSG00000143753	extended_ambiguous_only
Dennd2C	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Dennd5A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Denr	FETAL_INTESTINE_GENES	ortholog_one2one	1	DENR:ENSG00000139726	include_primary
Derl3	YAP_SIGNALING_GENES	ortholog_one2one	1	DERL3:ENSG00000099958	include_primary
Dhh	FETAL_INTESTINE_GENES	ortholog_one2one	1	DHH:ENSG00000139549	include_primary
Dhrs9	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	DHRS9:ENSG00000073737	include_primary
Dhx32	FETAL_INTESTINE_GENES	ortholog_one2one	1	DHX32:ENSG00000089876	include_primary
Dhx57	FETAL_INTESTINE_GENES	ortholog_one2one	1	DHX57:ENSG00000163214	include_primary
Dhx58	YAP_SIGNALING_GENES	ortholog_one2one	1	DHX58:ENSG00000108771	include_primary
Dio1	FETAL_INTESTINE_GENES	ortholog_one2one	1	DIO1:ENSG00000211452	include_primary
Dio3	FETAL_INTESTINE_GENES	ortholog_one2one	1	DIO3:ENSG00000197406	include_primary
Dip2C	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Diras2	FETAL_INTESTINE_GENES	ortholog_one2one	1	DIRAS2:ENSG00000165023	include_primary
Disp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	DISP1:ENSG00000154309	include_primary
Dlg1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DLG1:ENSG00000075711	include_primary
Dlg5	FETAL_INTESTINE_GENES	ortholog_one2one	1	DLG5:ENSG00000151208	include_primary
Dlgap1	FETAL_INTESTINE_GENES	ortholog_one2one	1	DLGAP1:ENSG00000170579	include_primary
Dlk2	YAP_SIGNALING_GENES	ortholog_one2one	1	DLK2:ENSG00000171462	include_primary
Dmbt1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DMBT1:ENSG00000187908	include_primary
Dmkn	FETAL_INTESTINE_GENES	ortholog_one2one	1	DMKN:ENSG00000161249	include_primary
Dmwd	FETAL_INTESTINE_GENES	ortholog_one2one	1	DMWD:ENSG00000185800	include_primary
Dnaaf3	FETAL_INTESTINE_GENES	ortholog_one2one	1	DNAAF3:ENSG00000167646	include_primary
Dnahc2	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Dnaja4	FETAL_INTESTINE_GENES	ortholog_one2one	1	DNAJA4:ENSG00000140403	include_primary
Dnajc10	FETAL_INTESTINE_GENES	ortholog_one2one	1	DNAJC10:ENSG00000077232	include_primary
Dnajc15	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DNAJC15:ENSG00000120675	include_primary
Dok2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	DOK2:ENSG00000147443	include_primary
Dpcd	FETAL_INTESTINE_GENES	ortholog_one2one	1	DPCD:ENSG00000166171	include_primary
Dpcr1	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Dpt	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	DPT:ENSG00000143196	include_primary
Dram1	FETAL_INTESTINE_GENES	ortholog_one2one	1	DRAM1:ENSG00000136048	include_primary
Dsg2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	DSG2:ENSG00000046604	include_primary
Dsg3	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	DSG3:ENSG00000134757	include_primary
Dtnb	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Dtx3	FETAL_INTESTINE_GENES	ortholog_one2one	1	DTX3:ENSG00000178498	include_primary
Duox2	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	DUOX2:ENSG00000140279	include_primary
Duoxa2	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	DUOXA2:ENSG00000140274	include_primary
Dusp1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	DUSP1:ENSG00000120129	include_primary
Dusp10	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	DUSP10:ENSG00000143507	include_primary
Dusp14	YAP_SIGNALING_GENES	ortholog_one2one	1	DUSP14:ENSG00000276023	include_primary
